"filename", "language", "YAML", "JavaScript", "JSON", "Draw.io", "TypeScript", "JSON with Comments", "Markdown", "TypeScript JSX", "Python", "Java Properties", "PostCSS", "pip requirements", "Dart", "CMake", "C++", "HTML", "Kotlin", "XML", "Swift", "comment", "blank", "total"
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/linux/runner/my_application.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 26, 29, 149
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/linux/runner/my_application.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 7, 5, 22
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 4, 11
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 3, 14
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 1, 344
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner/Info.plist", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 1, 33
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 16
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 4, 13
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/pubspec.yaml", "YAML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 14, 90
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/test/widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 10, 7, 31
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 23, 5, 47
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/web/manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 20, 109
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/flutter/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 12, 110
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 5, 12
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 16
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 7, 41
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 7, 16, 72
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 9, 34
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 10, 44
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/resource.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 2, 17
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 2, 10, 66
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/utils.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 6, 20
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 24, 55, 289
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/mobile/windows/runner/win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 31, 24, 103
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 99
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/eslint.config.mjs", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 36
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/nest-cli.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/package.json", "JSON", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/pnpm-lock.yaml", "YAML", 4886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1342, 6228
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/src/app.controller.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/src/app.controller.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/src/app.module.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/src/app.service.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/src/main.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/test/app.e2e-spec.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/test/jest-e2e.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/tsconfig.build.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/media/linux/fba0f54e-b8a2-fb4f-802f-cd9ac7033213/Automated-nutrition-and-fitness-assistant-/nestjs/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"Total", "-", 8797, 56, 442, 541, 204, 50, 224, 685, 476, 7, 53, 10, 71, 461, 554, 19, 78, 628, 59, 555, 3161, 17131
